,pagefaults_time,cpu_statistics_time,pagefaults_uid,kernel_statistics_time,threads_percent_system,stack_utilization_pid,kernel_tables_time,cpu_statistics_pid,threads_cpu,kernel_tables_uid,kernel_statistics_kb_ccwr_s,pagefaults_pid,task_switching_time,stack_utilization_stksize,task_switching_pid,pagefaults_minflt_s,task_switching_nvcswch_s,threads_percent_guest,kernel_statistics_pid,policy_pid,pagefaults_vsz,cpu_statistics_percent_cpu,cpu_statistics_percent_system,threads_time,task_switching_uid,policy_time,kernel_statistics_kb_rd_s,stack_utilization_time,kernel_statistics_uid,policy_uid,pagefaults_rss,pagefaults_majflt_s,threads_uid,cpu_statistics_percent_guest,pagefaults_percent_mem,threads_percent_cpu,cpu_statistics_uid,stack_utilization_stkref,kernel_tables_pid,cpu_statistics_cpu,cpu_statistics_percent_usr,kernel_statistics_kb_wr_s,threads_percent_usr,task_switching_cswch_s,stack_utilization_uid,timepoint,rank
82,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
83,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
84,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
85,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
86,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
87,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
88,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
89,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
90,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
91,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
92,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
93,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
94,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
95,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
96,181821,181821,0,181821,0.0,19,181821,19,5,0,0.0,19,181821,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,4.0,1.0
97,181821,181821,0,181821,0.0,19,181821,19,5,0,0.0,19,181821,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,4.0,1.0
98,181821,181821,0,181821,0.0,19,181821,19,5,0,0.0,19,181821,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,4.0,1.0
99,181821,181821,0,181821,0.0,19,181821,19,5,0,0.0,19,181821,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,4.0,1.0
100,181821,181821,0,181821,0.0,19,181821,19,5,0,0.0,19,181821,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,4.0,1.0
101,181821,181821,0,181821,0.0,19,181821,19,5,0,0.0,19,181821,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,4.0,1.0
102,181821,181821,0,181821,0.0,19,181821,19,5,0,0.0,19,181821,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,4.0,1.0
103,181821,181821,0,181821,0.0,19,181821,19,5,0,0.0,19,181821,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,4.0,1.0
104,181824,181823,0,181824,0.0,19,181824,19,5,0,0.0,19,181824,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,5.0,1.0
105,181824,181823,0,181824,0.0,19,181824,19,5,0,0.0,19,181824,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,5.0,1.0
106,181824,181823,0,181824,0.0,19,181824,19,5,0,0.0,19,181824,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,5.0,1.0
107,181824,181823,0,181824,0.0,19,181824,19,5,0,0.0,19,181824,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,5.0,1.0
108,181824,181823,0,181824,0.0,19,181824,19,5,0,0.0,19,181824,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,5.0,1.0
109,181824,181823,0,181824,0.0,19,181824,19,5,0,0.0,19,181824,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,5.0,1.0
110,181824,181823,0,181824,0.0,19,181824,19,5,0,0.0,19,181824,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,5.0,1.0
111,181824,181823,0,181824,0.0,19,181824,19,5,0,0.0,19,181824,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,5.0,1.0
112,181827,181826,0,181826,0.0,19,181827,19,5,0,0.0,19,181827,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181827,0,181827,0.0,181827,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,6.0,1.0
113,181827,181826,0,181826,0.0,19,181827,19,5,0,0.0,19,181827,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181827,0,181827,0.0,181827,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,6.0,1.0
114,181827,181826,0,181826,0.0,19,181827,19,5,0,0.0,19,181827,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181827,0,181827,0.0,181827,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,6.0,1.0
115,181827,181826,0,181826,0.0,19,181827,19,5,0,0.0,19,181827,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181827,0,181827,0.0,181827,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,6.0,1.0
116,181827,181826,0,181826,0.0,19,181827,19,5,0,0.0,19,181827,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181827,0,181827,0.0,181827,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,6.0,1.0
117,181827,181826,0,181826,0.0,19,181827,19,5,0,0.0,19,181827,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181827,0,181827,0.0,181827,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,6.0,1.0
118,181827,181826,0,181826,0.0,19,181827,19,5,0,0.0,19,181827,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181827,0,181827,0.0,181827,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,6.0,1.0
119,181827,181826,0,181826,0.0,19,181827,19,5,0,0.0,19,181827,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181827,0,181827,0.0,181827,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,6.0,1.0
120,181830,181829,0,181829,0.0,19,181830,19,5,0,0.0,19,181830,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181830,0,181829,0.0,181830,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,7.0,1.0
121,181830,181829,0,181829,0.0,19,181830,19,5,0,0.0,19,181830,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181830,0,181829,0.0,181830,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,7.0,1.0
122,181830,181829,0,181829,0.0,19,181830,19,5,0,0.0,19,181830,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181830,0,181829,0.0,181830,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,7.0,1.0
123,181830,181829,0,181829,0.0,19,181830,19,5,0,0.0,19,181830,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181830,0,181829,0.0,181830,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,7.0,1.0
124,181830,181829,0,181829,0.0,19,181830,19,5,0,0.0,19,181830,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181830,0,181829,0.0,181830,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,7.0,1.0
125,181830,181829,0,181829,0.0,19,181830,19,5,0,0.0,19,181830,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181830,0,181829,0.0,181830,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,7.0,1.0
126,181830,181829,0,181829,0.0,19,181830,19,5,0,0.0,19,181830,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181830,0,181829,0.0,181830,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,7.0,1.0
127,181830,181829,0,181829,0.0,19,181830,19,5,0,0.0,19,181830,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181830,0,181829,0.0,181830,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,7.0,1.0
128,181809,181809,0,181809,0.0,20,181810,20,2,0,0.0,20,181810,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181809,0,181809,0.0,181809,0,0,3452,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,0.0,2.0
129,181809,181809,0,181809,0.0,20,181810,20,2,0,0.0,20,181810,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181809,0,181809,0.0,181809,0,0,3452,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,0.0,2.0
130,181809,181809,0,181809,0.0,20,181810,20,2,0,0.0,20,181810,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181809,0,181809,0.0,181809,0,0,3452,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,0.0,2.0
131,181809,181809,0,181809,0.0,20,181810,20,2,0,0.0,20,181810,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181809,0,181809,0.0,181809,0,0,3452,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,0.0,2.0
132,181809,181809,0,181809,0.0,20,181810,20,2,0,0.0,20,181810,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181809,0,181809,0.0,181809,0,0,3452,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,0.0,2.0
133,181809,181809,0,181809,0.0,20,181810,20,2,0,0.0,20,181810,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181809,0,181809,0.0,181809,0,0,3452,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,0.0,2.0
134,181809,181809,0,181809,0.0,20,181810,20,2,0,0.0,20,181810,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181809,0,181809,0.0,181809,0,0,3452,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,0.0,2.0
135,181809,181809,0,181809,0.0,20,181810,20,2,0,0.0,20,181810,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181809,0,181809,0.0,181809,0,0,3452,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,0.0,2.0
136,181812,181812,0,181812,0.0,20,181813,20,3,0,0.0,20,181813,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181812,0,181812,0.0,181812,0,0,3484,0.0,0,0.0,0.02,0.0,0,16,20,3,0.0,0.0,0.0,0.0,0,1.0,2.0
137,181812,181812,0,181812,0.0,20,181813,20,3,0,0.0,20,181813,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181812,0,181812,0.0,181812,0,0,3484,0.0,0,0.0,0.02,0.0,0,16,20,3,0.0,0.0,0.0,0.0,0,1.0,2.0
138,181812,181812,0,181812,0.0,20,181813,20,3,0,0.0,20,181813,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181812,0,181812,0.0,181812,0,0,3484,0.0,0,0.0,0.02,0.0,0,16,20,3,0.0,0.0,0.0,0.0,0,1.0,2.0
139,181812,181812,0,181812,0.0,20,181813,20,3,0,0.0,20,181813,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181812,0,181812,0.0,181812,0,0,3484,0.0,0,0.0,0.02,0.0,0,16,20,3,0.0,0.0,0.0,0.0,0,1.0,2.0
140,181812,181812,0,181812,0.0,20,181813,20,3,0,0.0,20,181813,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181812,0,181812,0.0,181812,0,0,3484,0.0,0,0.0,0.02,0.0,0,16,20,3,0.0,0.0,0.0,0.0,0,1.0,2.0
141,181812,181812,0,181812,0.0,20,181813,20,3,0,0.0,20,181813,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181812,0,181812,0.0,181812,0,0,3484,0.0,0,0.0,0.02,0.0,0,16,20,3,0.0,0.0,0.0,0.0,0,1.0,2.0
142,181812,181812,0,181812,0.0,20,181813,20,3,0,0.0,20,181813,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181812,0,181812,0.0,181812,0,0,3484,0.0,0,0.0,0.02,0.0,0,16,20,3,0.0,0.0,0.0,0.0,0,1.0,2.0
143,181812,181812,0,181812,0.0,20,181813,20,3,0,0.0,20,181813,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181812,0,181812,0.0,181812,0,0,3484,0.0,0,0.0,0.02,0.0,0,16,20,3,0.0,0.0,0.0,0.0,0,1.0,2.0
144,181815,181815,0,181815,0.0,20,181815,20,3,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,2.0,2.0
145,181815,181815,0,181815,0.0,20,181815,20,3,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,2.0,2.0
146,181815,181815,0,181815,0.0,20,181815,20,3,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,2.0,2.0
147,181815,181815,0,181815,0.0,20,181815,20,3,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,2.0,2.0
148,181815,181815,0,181815,0.0,20,181815,20,3,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,2.0,2.0
149,181815,181815,0,181815,0.0,20,181815,20,3,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,2.0,2.0
150,181815,181815,0,181815,0.0,20,181815,20,3,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,2.0,2.0
151,181815,181815,0,181815,0.0,20,181815,20,3,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,2.0,2.0
152,181818,181818,0,181818,0.0,20,181818,20,3,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,3.0,2.0
153,181818,181818,0,181818,0.0,20,181818,20,3,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,3.0,2.0
154,181818,181818,0,181818,0.0,20,181818,20,3,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,3.0,2.0
155,181818,181818,0,181818,0.0,20,181818,20,3,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,3.0,2.0
156,181818,181818,0,181818,0.0,20,181818,20,3,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,3.0,2.0
157,181818,181818,0,181818,0.0,20,181818,20,3,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,3.0,2.0
158,181818,181818,0,181818,0.0,20,181818,20,3,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,3.0,2.0
159,181818,181818,0,181818,0.0,20,181818,20,3,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,3.0,2.0
160,181821,181821,0,181821,0.0,20,181821,20,3,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,4.0,2.0
161,181821,181821,0,181821,0.0,20,181821,20,3,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,4.0,2.0
162,181821,181821,0,181821,0.0,20,181821,20,3,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,4.0,2.0
163,181821,181821,0,181821,0.0,20,181821,20,3,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,4.0,2.0
164,181821,181821,0,181821,0.0,20,181821,20,3,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,4.0,2.0
165,181821,181821,0,181821,0.0,20,181821,20,3,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,4.0,2.0
166,181821,181821,0,181821,0.0,20,181821,20,3,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,4.0,2.0
167,181821,181821,0,181821,0.0,20,181821,20,3,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.0,181821,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,4.0,2.0
168,181824,181823,0,181823,0.0,20,181824,20,3,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181824,0.0,181824,0,0,3484,0.0,0,0.0,0.02,0.0,0,12,20,3,0.0,0.0,0.0,0.0,0,5.0,2.0
